BiggerPockets Podcast 377: The Riches Are… on the Radio? How to Dial in Your Marketing & Do 100+ Deals a Year with Chris Arnold,/blog/biggerpockets-podcast-377-chris-arnold,"['\nTraction by Gino Wickman', '\nThe 4 Disciplines of Execution by Sean Covey', '\nE-Myth by Michael Gerber', '\nThe Outsiders by William N. Thorndike', '\nOrganizational Physics by Lex Sisney']"
BiggerPockets Podcast 376: 12 Real Estate Rockstars Reveal Their No. 1 Tip for Surviving (& Thriving) Through a Downturn,/blog/biggerpockets-podcast-37612-real-estate-rockstars-reveal-1-tip-surviving-and-thrivingdownturn,"['\nThe One Thing by Gary Keller and Jay Papasan', '\nThe Book on Flipping Houses by J Scott', '\nThe Book on Advanced Tax Strategies by Matt MacFarland and Amanda Han', '\nTax Strategies for the Savvy Real Estate Investor by Amanda Han', '\nThe Millionaire Real Estate Agent by Gary Keller', '\nThe Millionaire Real Estate Investor by Gary Keller']"
"BiggerPockets Podcast 375: Live Coronavirus Q&A: Resources, Tactics, and Mindset Shifts for Today’s Real Estate Investor",/blog/biggerpockets-podcast-375live-coronavirus-qaresourcestacticsmindset-shifts-todays-real-estate-investor,"['BiggerPockets The Intention Journal', '\nThe Book On Managing Rental Properties by Brandon Turner']"
"BiggerPockets Podcast 374: What Real Estate Investors NEED to Know About the Coronavirus, the Economy, and the Problems at Your Door",/blog/biggerpockets-podcast-374real-estate-investors-coronaviruseconomyproblems-door,"['\nLong-Distance Real Estate Investing by David Greene', '\nBuy, Rehab, Rent, Refinance, Repeat by David Greene', '\nThe Book on Flipping Houses by J Scott', '\nSet for Life by Scott Trench', '\nRecession-Proof Real Estate Investing by J Scott', '\nThe Book on Investing in Real Estate with No (and Low) Money Down by Brandon Turner']"
BiggerPockets Podcast 373: Invest Locally or Out of State? Why Not Both! BRRRRing & Building with Lee Ripma,/blog/biggerpockets-podcast-373-lee-ripma,"['\nLong-Distance Real Estate Investing by David Greene', '\nBuy, Rehab, Rent, Refinance, Repeat by David Greene', '\nChoose Yourself by James Altucher', '\nUltimate Beginner’s Guide to Real Estate Investing\xa0by BiggerPockets']"
"BiggerPockets Podcast 372: Flipping and Rental Property Investing 2,000 Miles Away with Erin Helle",/blog/biggerpockets-podcast-372-erin-helle,"['Brandon Turner’s The Intention Journal\n', '\nRich Dad Poor Dad by Robert Kiyosaki', '\nThe 4 Disciplines of Execution by Chris McChesney', '\nMeasure What Matters by John Doerr', '\nLong-Distance Real Estate Investing by David Greene', '\nBuilding Wealth One House at a Time by John Schaub', '\nYou Are a Badass at Making Money by Jen Sincero']"
Introducing BiggerPockets’ Brand New Show: Real Estate Rookie Podcast,/blog/biggerpockets-new-podcast-real-estate-rookie,['\nSo Good They Can’t Ignore You by Cal Newport']
BiggerPockets Podcast 371: 75 Deals at Just 20 Years Old with William Brown,/blog/biggerpockets-podcast-371-william-brown,"['\nThe ONE Thing by Gary Keller & Jay Papasan', '\nSo Good They Can’t Ignore You by Cal Newport', '\n80/20 Sales and Marketing by Perry Marshall and Richard Koch', '\nRich Dad Poor Dad by Robert Kiyosaki']"
BiggerPockets Podcast 370: Tax Hacks to Juice Your ROI with Amanda Han and Matt MacFarland,/blog/biggerpockets-podcast-370-amanda-han-matt-macfarland,"['\nTax Strategies for the Savvy Real Estate Investor by Matt MacFarland and Amanda Han', '\nThe Book on Advanced Tax Strategies by Matt MacFarland and Amanda Han', '\nBuy, Rehab, Rent, Refinance, Repeat by David Greene', '\nRich Dad Poor Dad by Robert Kiyosaki', '\nHow to Invest in Real Estate by Joshua Dorkin and Brandon Turner', '\nThe Book On Rental Property Investing by Brandon Turner', '\nThe Complete Guide to Buying and Selling Apartment Buildings by Steve Berges', '\nFreakonomics by Steven D. Levitt & Stephen J. Dubner', '\nPricing on Purpose by Ronald Baker']"
BiggerPockets Podcast 369: Escaping the Day-to-Day Grind to Work on Your Business with Jefferson Lilly,/blog/biggerpockets-podcast-369-jefferson-lilly,"['Sam Zell’s Am I Being Too Subtle?\n', '\nThe Snowball by Alice Schroeder', '\nThe Call of the Wild and Free by Ainsley Arment']"
"BiggerPockets Podcast 368: $3,500 per Month From One BRRRR Deal With Palak Shah",/blog/biggerpockets-podcast-368-palak-shah,"['\nBuy, Rehab, Rent, Refinance, Repeat by David Greene', '\nLong-Distance Real Estate Investing by David Greene', '\nThe ONE Thing by Gary Keller and Jay Papasan', '\nThe Million-Dollar, One-Person Business by Elaine Pofeldt']"
"BiggerPockets Podcast 367: Quitting Retail to Flip, BRRRR, and Design with Kara Beckmann",/blog/biggerpockets-podcast-367-kara-beckmann,['\nRich Dad Poor Dad by Robert Kiyosaki']
BiggerPockets Podcast 366: 40 Doors in the First 2 Years with Henry Washington,/blog/biggerpockets-podcast-366-henry-washington,"['\nRich Dad Poor Dad by Robert Kiyosaki', '\nRichest Man in Babylon by George S. Clason', 'David Ramsey’s The Total Money Makeover\n', 'Matt Faircloth’s Raising Private Capital\n', '\nThe Alchemist by Paulo Coelho']"
BiggerPockets Podcast 365: Ret. Navy SEAL Jocko Willink on Embracing Discomfort and Leading Through Extreme Ownership (+ His Real Estate Investing Tips!),/blog/biggerpockets-podcast-365-jocko-willink,"['\nLeadership Strategy and Tactics by Jocko Willink', '\nExtreme Ownership by Jocko Willink', '\nWay of the Warrior Kid by Jocko Willink', '\nMikey and the Dragons by Jocko Willink', 'David Hackworth’s “About Face”\n', '\nDichotomy of Leadership by Jocko Willink', '\nRich Dad Poor Dad by Robert Kiyosaki', '\nLifeonaire by Steve Cook', '\nVivid Vision by Cameron Herold']"
BiggerPockets Podcast 364: Snowballing 6-Figure Short-Term Rental Profits Into Passive Investments with Avery Carl,/blog/biggerpockets-podcast-364-avery-carl,"['\nLong-Distance Real Estate Investing by David Greene', '\nThe Obstacle Is the Way by Ryan Holiday', '\nThe 10X Rule by Grant Cardone']"
BiggerPockets Podcast 363: How to Work (Way) Less but Accomplish (Way) More in 2020 with Michael Hyatt,/blog/blog-biggerpockets-podcast-363-michael-hyatt,"['\nYour Best Year Ever by Michael Hyatt', '\nFree to Focus by Michael Hyatt', '\nThe Vision-Driven Leader by Michael Hyatt', '\nLiving Forward by Michael Hyatt', '\nPlatform by Michael Hyatt', '\nThe Virtual Assistant Solution by Michael Hyatt', '\nThe 4 Disciplines of Execution by Chris McChesney, Sean Covey, & Jim Huling', '\nGetting Things Done by David Allen', '\nThe E-Myth by Michael Gerber', '\nClockwork by Mike Michalowicz', '\nHigh Performance Habits by Brendon Burchard']"
BiggerPockets Podcast 362: Big Goals? Here’s How to Get Your Spouse or Partner on Board with Jay and Wendy Papasan,/blog/biggerpockets-podcast-362-jay-wendy-papasan,"['\nThe ONE Thing by Gary Keller and Jay Papasan', '\nThe Millionaire Real Estate Investor by Gary Keller and Jay Papasan', '\nRich Dad Poor Dad by Robert Kiyosaki', '\nTwilight (The Twilight Saga, Book 1) by Stephenie Meyer', '\nSense and Sensibility by Jane Austen', '\nSet for Life by Scott Trench', '\nCash for Life by Ronald Groenke', '\nThe War of Art by Steven Pressfield']"
"BiggerPockets Podcast 361: Using $3,500 to Kickstart an “Unsexy” Investment Empire with Tristan Thomas",/blog/biggerpockets-podcast-361-tristan-thomas,"['\nMaking Money with Mobile Homes by Lonnie Scruggs', '\nThe Book on Managing Rental Properties by Heather and Brandon Turner', '\nMastery by Robert Greene']"
BiggerPockets Podcast 360: Leveraging Virtual Assistants and Automation to Build a $2M Portfolio with Stephanie Cabral,/blog/biggerpockets-podcast-360-stephanie-cabral,"['\nRich Dad Poor Dad\xa0by Robert Kiyosaki', '\nE-Myth by Michael Gerber']"
"BiggerPockets Podcast 359: Using an Agent to Find Your First (or Next) Deal With Ryan Meinzer, Stephanie & Hero Cruz, and Rob Kishi",/blog/biggerpockets-podcast-359-ryan-meinzer-stephanie-hero-cruz-rob-kishi,['\nThe House Hacking Strategy by Craig Curelop']
BiggerPockets Podcast 358: 6 Popular Strategies to Make You Money in TODAY’s Real Estate Market,/blog/biggerpockets-podcast-358-6-real-estate-strategies,"['\nBuy, Rehab, Rent, Refinance, Repeat by David Greene', '\nThe House Hacking Strategy by Craig Curelop', '\nCrushing It in Apartments and Commercial Real Estate by Brian Murray', '\nThe Book on Investing in Real Estate with No (and Low) Money Down by Brandon Turner']"
BiggerPockets Podcast 357: $6M Portfolio Before Age 30 by Finding “Problem” Properties with Kevin Paffrath,/blog/biggerpockets-podcast-357-kevin-paffrath,"['\nGood to Great by Jim Collins', '\nBuilt to Last by Jim Collins', '\nGreat by Choice by Jim Collins', '\nBlink by Malcolm Gladwell']"
BiggerPockets Podcast 356: 30+ Rentals (in a Pricy Market) Through BRRRR and Section 8 with Joe Asamoah,/blog/biggerpockets-podcast-356-joe-asamoah,"['\nThe Millionaire Real Estate Investor by Gary Keller', '\nRecession-Proof Real Estate Investing by J Scott', '\nThe Productivity Project by Chris Bailey', '\nVirtual Freedom by Chris Ducker', '\nThe House Hacking Strategy by Craig Curelop']"
"BiggerPockets Podcast 355: From Small-Time Landlord to 1,000+ Units Under Contract with Ryan “The Mercenary” Murdock",/blog/biggerpockets-podcast-355-ryan-murdock,"['\nLong-Distance Real Estate Investing by David Greene', '\nTraction by Gino Wickman', '\nRocket Fuel by Gino Wickman & Mark Winters', '\nCrushing It in Apartments and Commercial Real Estate by Brian Murray', '\nThe 4-Hour Workweek by Tim Ferriss']"
BiggerPockets Podcast 354: From Rookie Mistakes to Syndicating BIG Deals with Nichole Stohler,/blog/biggerpockets-podcast-354-nichole-stohler,"['\nRich Dad Poor Dad by Robert Kiyosaki', '\nThe Intention Journal by BiggerPockets', '\nThe Book on Investing in Real Estate with No (and Low) Money Down by Brandon Turner', '\nTax Strategies for the Savvy Real Estate Investor by Matt MacFarland and Amanda Han', '\nYour Best Year Ever by Michael Hyatt']"
BiggerPockets Podcast 353: Turning $5K Into $5K/Month and Retiring at 40 with Tim Rhode,/blog/biggerpockets-podcast-353-tim-rhode,"['\nRich Dad Poor Dad by Robert Kiyosaki', '\nThe House Hacking Strategy by Craig Curelop', '\nRich Dad’s Cashflow Quadrant by Robert Kiyosaki', '\nE-Myth by Michael Gerber', '\nScale by Jeff Hoffman', '\nThe Millionaire Next Door by Thomas J. Stanley', '\nFixin’ Ugly Houses for Money by Jay DeCima', '\nTribe of Millionaires by David Osborn, Pat Hiban, Mike McCarthy, & Tim Rhode', '\nTraction: Get a Grip on Your Business by Gino Wickman']"
"BiggerPockets Podcast 352: No Driver’s License, No Money, No Excuses: How Diego Corzo Blazed a Trail to 18 Doors",/blog/biggerpockets-podcast-352-diego-corzo,"['\nRich Dad Poor Dad by Robert Kiyosaki', '\nLong-Distance Real Estate Investing by David Greene', '\nSet for Life by Scott Trench', '\nThe House Hacking Strategy by Craig Curelop', '\nRich Dad’s Cashflow Quadrant by Robert Kiyosaki', '\nE-Myth by Michael Gerber']"
LIVE from BPCon2019: Ask Us Anything!,/blog/live-bpcon2019-ask-us-anything,"['\nRecession-Proof Real Estate Investing by J Scott', '\nThe Monk Who Sold His Ferrari by Robin Sharma', '\nThe Richest Man in Babylon by George S. Clason', '\nOh, the Places You’ll Go! by Dr. Seuss', '\nHow Not to Die by Michael Greger & Gene Stone']"
"BiggerPockets Podcast 351: Unlocking Greater Focus, Creativity, and Happiness Through “Stillness” with Ryan Holiday",/blog/biggerpockets-podcast-351-ryan-holiday,"['Brandon Turner’s The Book on Rental Property Investing\n', '\nThe Book on Investing with Low or No Money Down by Brandon Turner', '\nLong-Distance Real Estate Investing by David Greene', '\nBuy, Rehab, Rent, Refinance, Repeat by David Greene', '\nThe Obstacle is the Way by Ryan Holiday', '\nEgo is the Enemy by Ryan Holiday', '\nConspiracy by Ryan Holiday', '\nThe Daily Stoic Journal\xa0by Ryan Holiday', '\nStillness is the Key by Ryan Holiday', '\nCan’t Hurt Me by David Goggins', '\nExtreme Ownership by Jocko Willink', '\nThe Subtle Art of Not Giving a F*ck by Mark Mason', '\nPainting As a Pastime by Winston Churchill', '\nCatch-22 by Joseph Heller & Christopher Buckley', '\nThe Intention Journal by Brandon Turner', '\nThe Second Mountain the David Brooks']"
BiggerPockets Podcast 350: How to House Hack Your Way to Financial Freedom in 3 Years with Craig Curelop,/blog/biggerpockets-podcast-350,"['Brandon Turner’s The Book on Rental Property Investing\n', '\nThe Book on Investing with Low or No Money Down by Brandon Turner', '\nThe House Hacking Strategy by Craig Curelop', '\nThe 4-Hour Workweek by Tim Ferriss', '\nRich Dad Poor Dad\xa0by Robert KiyosakiChris voss', '\nNever Split the Difference by Chris Voss', '\nThe Four Agreements by Don Miguel Ruiz', '\nLong-Distance Real Estate Investing by David Greene', '\nBuy, Rehab, Rent, Refinance, Repeat by David Greene']"
BiggerPockets Podcast 349: Multifamily Flipping and Due Diligence Tips to Save Thousands with Nathan Tabor,/blog/biggerpockets-podcast-349-nathan-tabor,"['Brandon Turner’s The Book on Rental Property Investing\n', '\nThe Book on Investing with Low or No Money Down by Brandon Turner', '\nVivid Vision by Cameron Herold', '\nThe Intention Journal by Brandon Turner', '\nCommercial Real Estate Investing For Dummies by Peter Conti & Peter Harris', '\nHow to Find, Finance, Fix and Flips Apartments by Nathan Tabor', '\nThe Guide to Due Diligence by Nathan Tabor', '\nThink and Grow Rich by Napoleon Hill']"
"BiggerPockets Podcast 348: Full-Time Job, Full-Time Mom, and Full-Time Wealth From Rentals with Ashley Kehr",/blog/biggerpockets-podcast-348-ashley-kehr,"['\nThe Landlord’s Legal Guide in New York by McWhorter Sember, Brette & Mark Warda', 'Brandon Turner’s The Book on Rental Property Investing\n', '\nBRRRR by David Greene', '\nLong-Distance Real Estate Investing by David Greene', '\nHug Your Haters by Jay Baer']"
"BiggerPockets Podcast 347: Using Multifamily Syndication to Reach 5,000 Units with Mark and Tamiel Kenney",/blog/biggerpockets-podcast-347-mark-tamiel-kenney,"['\nBuilt to Sell by\xa0John Warrillow', '\nThe ONE Thing by Gary Keller and Jay Papasan', '\nThe ABCs of Real Estate Investing by Ken McElroy', '\nThe Advanced Guide to Real Estate Investing by Ken McElroy', '\nThe ABCs of Property Management by Ken McElroy', '\nRich Dad Poor Dad by Robert Kiyosaki']"
BiggerPockets Podcast 346: 34 Units & 6-Figure Wholesale Fees (at 20 Years Old!) with Josiah Pott,/blog/biggerpockets-podcast-346-josiah-pott,"['\n90 Day Journal by Brandon Turner', '\nWillpower Doesn’t Work by Benjamin Hardy', '\nBlink by Malcolm Gladwell', '\nTrump: The Art of the Deal by Donald J. Trump', '\nHow to Win Friends & Influence People by Dale Carnegie', '\nRichest Man in Babylon by George S. Clason']"
BiggerPockets Podcast 345: “Vivid Visions” and 90-Day Sprints—Brandon’s Approach to Mobile Home Park Investing (and Life!),/blog/biggerpockets-podcast-345,"['\nTraction by Gino Wickman', '\nRocket Fuel by Gino Wickman', '\nThe 4-hour Workweek by Tim Ferriss', '\nVivid Vision by Cameron Herold', '\n90 Day Journal by Brandon Turner', '\nCrushing It in Apartments and Commercial Real Estate by Bryan Murray', '\nDeep Work by Cal Newport', '\nSo Good They Can’t Ignore You by Cal Newport', '\nThe Subtle Art of Not Giving a F*ck by Mark Manson']"
BiggerPockets Podcast 344: “No Money” Real Estate Investing with Gabriel Hamel,/blog/biggerpockets-podcast-344,"['\nRich Dad Poor Dad by Robert Kiyosaki', '\nLong-Distance Real Estate Investing by David Greene', '\nThe Advanced Guide to Real Estate Investing by Ken McElroy', '\nThink and Grow Rich by Napoleon Hill', '\nHow To Win Friends & Influence People by Dale Carnegie']"
BiggerPockets Podcast 343: Want to Work Less and Earn More? Think Like a Pilot! With Steve Rozenberg,/blog/biggerpockets-podcast-343,"['\nRich Dad Poor Dad by Robert Kiyosaki', '\nThe Book on Managing Rental Properties by Brandon Turner and Heather Turner', '\nE-Myth Revisited by Michael E. Gerber', '\nRichest Man in Babylon by George S. Clason', '\nBuilding an Empire: Failing Our Way to Millions by Steven Rozenberg']"
BiggerPockets Podcast 342: From Duplexes to a 64-Unit and Self-Storage Millions with Kris Benson,/blog/biggerpockets-podcast-342-kris-benson,"['\nThe Book on Investing in Real Estate with No (and Low) Money Down by Brandon Turner', '\nBuy, Rehab, Rent, Refinance, Repeat by David Greene', '\nThe Book On Rental Property Investing by Brandon Turner', '\nRich Dad Poor Dad by Robert Kiyosaki', '\nThe First Billion Is the Hardest by T. Boone Pickens']"
BiggerPockets Podcast 341: Getting Started with No Cash to 30+ Deals Per Year and “Free Houses” with Jared Holland,/blog/biggerpockets-podcast-341-jared-holland,"['\nThe Intention Journal by Brandon Turner', '\nThe Book on Investing in Real Estate with No (and Low) Money Down by Brandon Turner', '\nThe ONE Thing by Gary Keller and Jay Papasan', '\nE-Myth Revisited by Michael Gerber']"
BiggerPockets Podcast 340: How a Mom with a Full-Time Job Bought 10 Houses Her First Year with Whitney Hutten,/blog/biggerpockets-podcast-340-whitney-hutten,"['\nClockwork by Michael Michalowicz', '\nBRRRR book by David Greene', '\nLong- Distance Real Estate Investing by David Greene', '\nE-Myth Revisited by Michael Gerber', '\nThe ONE Thing by Jay Papasan and Michael Gerber']"
"BiggerPockets Podcast 339: 60,000 Tenants?! How Frank Rolfe Built a Mobile Home Empire",/blog/biggerpockets-podcast-33960000-tenantsfrank-rolfe-built-mobile-home-empire,"['\nThe Man Who Bought the Waldorf by Thomas Ewing', '\nAm I Being Too Subtle? by Sam Zell', '\nDave’s Way by Dave Thomas', '\nTraction by Gino Wickman']"
BiggerPockets Podcast 338: From Red Robin Waiter to 250 Units (Using the MLS!) with James Dainard,/blog/biggerpockets-podcast-338-james-dainard,"['\nRich Dad Poor Dad by Robert Kiyosaki', '\nHow Not to Be a Dick by Brother', '\nHow to Win Friends & Influence People by Dale Carnegie', '\nThe Subtle Art of Not Giving a F*ck by Mark Manson', '\nThe Sales Bible by Jeffrey Gitomer']"
BiggerPockets Podcast 337: Next Level Wealth-Building Through Overseas Development and Opportunity Zones with Russell Gray and Robert Helms,/blog/biggerpockets-podcast-337-russell-gray-robert-helms,"['\nRich Dad Poor Dad by Robert Kiyosaki', '\nLong Distance Real Estate Investing by David Greene', '\nGood to Great by Jim Collins', '\nConstruction Funding by Nathan Collier', '\nEquity Happens by Robert Helms & Russell Gray', '\nTurning Pro by Steven Pressfield', '\nThe War of Art by Steven Pressfield', '\nE-Myth by Michael Gerber']"
BiggerPockets Podcast 336: $900 to $4.5MM Net Worth by 34 with Robert Jones,/blog/biggerpockets-podcast-336-robert-jones,"['\nRich Dad Poor Dad by Robert Kiyosaki', '\nNever Split the Difference by Chris Voss', '\nThe Book On Managing Rental Properties by Heather and Brandon Turner', '\nSmart Talk by Lou Tice', '\nThe 4-Hour Workweek by Tim Ferriss', '\nExtreme Ownership by Jocko Willink']"
Should You Sell Your House or Rent It Out?,/blog/sell-house-rent-out,[]
BiggerPockets Podcast 335: 70+ Units Per Year and How Exactly to Make a Lowball Offer with Ryan Dossey,/blog/biggerpockets-podcast-335-ryan-dossey,"['\nRich Dad Poor Dad by Robert Kiyosaki', '\nBuy, Rehab, Rent, Refinance, Repeat (BRRRR) by David Greene', '\nHow to Win Friends & Influence People by Dale Carnegie', '\nThe E-Myth Revisited by Michael Gerber', '\nThe Ultimate Sales Machine by Chet Holmes', '\nNothing Down for the 2000s: Dynamic New Wealth Strategies in Real Estate by Robert Allen']"
Should You Walk Away From Real Estate Investing?,/blog/real-estate-investing-give-up,[]
"BiggerPockets Podcast 334: Using Other People’s Money to Fund Flips, Multifamily, & Self-Storage Deals With Ben Lapidus",/blog/biggerpockets-podcast-334-peoples-money-flips-multifamily-self-storage-deals,"['\nAm I Being Too Subtle by Sam Zell', '\nClick: The Magic of Instant Connections by Ori Brafman & Rom Brafman', '\nNever Split The Difference by Chris Voss', '\nTraction by Gino Wickman']"
BiggerPockets Podcast 333: A Guide to Getting Started in Commercial Real Estate (+ Laundromats?!) With Ken Wimberly,/blog/biggerpockets-podcast-333,"['\nRich Dad Poor Dad by Robert Kiyosaki', '\nRichest Man in Babylon by George S Clason', '\nHow to Invest in Real Estate by Brandon Turner and Joshua Dorkin', '\nThe Miracle Morning by Hal Elrod', '\nThe Millionaire Real Estate Investor by Gary Keller and Jay Papasan', '\nThe ONE Thing by Gary Keller and Jay Papasan', '\nScale: Seven Proven Principles to Grow Your Business and Get Your Life Back by Jeff Hoffman and David Finkel']"
BiggerPockets Podcast 332: How to Build a Deal-Finding MACHINE With Adam Johnson and Brent Moreno,/blog/biggerpockets-podcast-332-build-deal-finding-machine,"['\nRich Dad Poor Dad by Robert Kiyosaki', '\nRichest Man in Babylon by George S Clason', '\nInvest in Debt by Jimmy Napier', '\nPlaying to Win by Alan G. Lafley and Roger Martin', '\nTraction by Gino Wickman']"
BiggerPockets Podcast 331: 10 Deals on a $20K Waitress Salary With Ashley Hamilton,/blog/biggerpockets-podcast-331-10-deals-20k-year-waitress-salary-ashley-hamilton,"['\nRich Dad Poor Dad by Robert Kiyosaki', '\nE-Myth by Michael Gerber']"
BiggerPockets Podcast 330: How to Ditch Distractions and Get WAY More Done With Cal Newport,/blog/biggerpockets-podcast-330-ditch-distractions-cal-newport,"['\nRich Dad Poor Dad by Robert Kiyosaki', '\nLifeonaire by Steve Cook', '\nSo Good They Can’t Ignore You by Cal Newport', '\nThe 4-Hour Week by Timothy Ferriss', '\nDeep Work by Cal Newport', '\nDigital Minimalism by Cal Newport', '\nThe Rise of Theodore Roosevelt by Edmund Morris', '\nGates by Stephen Manes']"
BiggerPockets Podcast 329: Financial Freedom Before 30 Through Just 10 Deals With Felipe Mejia,/blog/biggerpockets-podcast-329-financial-freedom-30-10-deals-felipe-mejia,"['\nMiracle Morning by Hal Elrod', '\nRich Dad Poor Dad by Robert Kiyosaki', '\nRichest Man in Babylon by George S Clason', '\nLifeonaire by Steve Cook', '\nWhy the Rich Are Getting Richer by Robert Kiyosaki']"
BiggerPockets Podcast 328: How to Laser-Focus on the Wildly Important With Author Chris McChesney,/blog/biggerpockets-podcast-328-laser-focus-wildly-important-author-chris-mcchesney,"['\nThe 4 Disciplines of Execution by Chris McChesney', '\nRich Dad Poor Dad by Robert Kiyosaki', '\nThe ONE Thing by Gary Keller', '\nEssentialism by Greg McKeown', 'Stephen R. Covey’s The 7 Habits of Highly Effective People\n', '\nThe 12 Week Year by Brian P. Moran', '\n90 Day Journal by Brandon Turner', '\nAs a Man Thinketh by James Allen', '\nBuilt to Last by Jim Collins', '\nGood to Great by Jim Collins']"
Special Announcement!,/blog/special-announcement,[]
